"Country or Area","Year(s)","Variant","Value"
"Barbados","2025","Upper 80 PI","284.198"
"Barbados","2025","Lower 80 PI","281.055"
"Barbados","2025","Upper 95 PI","284.983"
"Barbados","2025","Lower 95 PI","280.151"
"Barbados","2024","Medium","282.309"
"Barbados","2024","High","283.454"
"Barbados","2024","Low","281.162"
"Barbados","2024","Constant fertility","282.326"
"Barbados","2024","Instant replacement","284.334"
"Barbados","2024","Zero migration","282.512"
"Barbados","2024","Constant mortality","282.251"
"Barbados","2024","No change","282.269"
"Barbados","2024","Momentum","284.48"
"Barbados","2024","Instant replacement zero migration","284.538"
"Barbados","2024","Median PI","282.309"
"Barbados","2024","Upper 80 PI","283.452"
"Barbados","2024","Lower 80 PI","281.212"
"Barbados","2024","Upper 95 PI","283.99"
"Barbados","2024","Lower 95 PI","280.587"
"Barbados","2023","Medium","281.995"
"Barbados","2023","High","282.684"
"Barbados","2023","Low","281.305"
"Barbados","2023","Constant fertility","282.002"
"Barbados","2023","Instant replacement","283.209"
"Barbados","2023","Zero migration","282.12"
"Barbados","2023","Constant mortality","281.979"
"Barbados","2023","No change","281.986"
"Barbados","2023","Momentum","283.322"
"Barbados","2023","Instant replacement zero migration","283.336"
"Barbados","2023","Median PI","281.996"
"Barbados","2023","Upper 80 PI","282.67"
"Barbados","2023","Lower 80 PI","281.327"
"Barbados","2023","Upper 95 PI","282.989"
"Barbados","2023","Lower 95 PI","280.958"
"Barbados","2022","Medium","281.635"
"Barbados","2022","High","281.865"
"Barbados","2022","Low","281.405"
"Barbados","2022","Constant fertility","281.635"
"Barbados","2022","Instant replacement","282.038"
"Barbados","2022","Zero migration","281.677"
"Barbados","2022","Constant mortality","281.635"
"Barbados","2022","No change","281.635"
"Barbados","2022","Momentum","282.082"
"Barbados","2022","Instant replacement zero migration","282.082"
"Barbados","2022","Median PI","281.635"
"Barbados","2022","Upper 80 PI","281.854"
"Barbados","2022","Lower 80 PI","281.41"
"Barbados","2022","Upper 95 PI","281.963"
"Barbados","2022","Lower 95 PI","281.287"
"Barbados","2021","Medium","281.2"
"Barbados","2020","Medium","280.693"
"Barbados","2019","Medium","280.18"
"Barbados","2018","Medium","279.688"
"Barbados","2017","Medium","279.187"
"Barbados","2016","Medium","278.649"
"Barbados","2015","Medium","278.083"
"Barbados","2014","Medium","277.493"
"Barbados","2013","Medium","276.865"
"Barbados","2012","Medium","276.197"
"Barbados","2011","Medium","275.486"
"Barbados","2010","Medium","274.711"
"Barbados","2009","Medium","273.791"
"Barbados","2008","Medium","272.635"
"Barbados","2007","Medium","271.444"
"Barbados","2006","Medium","270.425"
"Barbados","2005","Medium","269.477"
"Barbados","2004","Medium","268.505"
"Barbados","2003","Medium","267.499"
"Barbados","2002","Medium","266.455"
"Barbados","2001","Medium","265.377"
"Barbados","2000","Medium","264.657"
"Barbados","1999","Medium","264.17"
"Barbados","1998","Medium","263.642"
"Barbados","1997","Medium","263.224"
"Barbados","1996","Medium","262.793"
"Barbados","1995","Medium","262.303"
"Barbados","1994","Medium","261.712"
"Barbados","1993","Medium","260.995"
"Barbados","1992","Medium","260.212"
"Barbados","1991","Medium","259.402"
"Barbados","1990","Medium","258.868"
"Barbados","1989","Medium","258.759"
"Barbados","1988","Medium","258.762"
"Barbados","1987","Medium","258.654"
"Barbados","1986","Medium","258.37"
"Barbados","1985","Medium","257.911"
"Barbados","1984","Medium","257.279"
"Barbados","1983","Medium","256.505"
"Barbados","1982","Medium","255.642"
"Barbados","1981","Medium","254.684"
"Barbados","1980","Medium","253.575"
"Barbados","1979","Medium","252.334"
"Barbados","1978","Medium","251.009"
"Barbados","1977","Medium","249.663"
"Barbados","1976","Medium","248.359"
"Barbados","1975","Medium","247.09"
"Barbados","1974","Medium","245.851"
"Barbados","1973","Medium","244.643"
"Barbados","1972","Medium","243.458"
"Barbados","1971","Medium","242.35"
"Barbados","1970","Medium","241.397"
"Barbados","1969","Medium","240.594"
"Barbados","1968","Medium","239.905"
"Barbados","1967","Medium","239.238"
"Barbados","1966","Medium","238.494"
"Barbados","1965","Medium","237.694"
"Barbados","1964","Medium","236.834"
"Barbados","1963","Medium","235.875"
"Barbados","1962","Medium","234.829"
"Barbados","1961","Medium","233.698"
"Barbados","1960","Medium","232.55"
"Barbados","1959","Medium","231.404"
"Barbados","1958","Medium","230.35"
"Barbados","1957","Medium","229.458"
"Barbados","1956","Medium","228.615"
"Barbados","1955","Medium","227.32"
"Barbados","1954","Medium","225.309"
"Barbados","1953","Medium","222.73"
"Barbados","1952","Medium","219.469"
"Barbados","1951","Medium","215.43"
"Barbados","1950","Medium","210.548"
"Dominica","2100","Medium","52.912"
"Dominica","2100","High","82.452"
"Dominica","2100","Low","31.876"
"Dominica","2100","Constant fertility","52.011"
"Dominica","2100","Instant replacement","83.056"
"Dominica","2100","Zero migration","60.212"
"Dominica","2100","Constant mortality","43.107"
"Dominica","2100","No change","42.231"
"Dominica","2100","Momentum","79.523"
"Dominica","2100","Instant replacement zero migration","91.971"
"Dominica","2100","Median PI","52.912"
"Dominica","2100","Upper 80 PI","68.78"
"Dominica","2100","Lower 80 PI","38.623"
"Dominica","2100","Upper 95 PI","78.847"
"Dominica","2100","Lower 95 PI","31.168"
"Dominica","2099","Medium","53.385"
"Dominica","2099","High","82.382"
"Dominica","2099","Low","32.595"
"Dominica","2099","Constant fertility","52.51"
"Dominica","2099","Instant replacement","83.044"
"Dominica","2099","Zero migration","60.577"
"Dominica","2099","Constant mortality","43.605"
"Dominica","2099","No change","42.761"
"Dominica","2099","Momentum","79.54"
"Dominica","2099","Instant replacement zero migration","91.811"
"Dominica","2099","Median PI","53.385"
"Dominica","2099","Upper 80 PI","68.997"
"Dominica","2099","Lower 80 PI","39.266"
"Dominica","2099","Upper 95 PI","78.996"
"Dominica","2099","Lower 95 PI","31.89"
"Dominica","2098","Medium","53.855"
"Dominica","2098","High","82.317"
"Dominica","2098","Low","33.328"
"Dominica","2098","Constant fertility","53.013"
"Dominica","2098","Instant replacement","83.035"
"Dominica","2098","Zero migration","60.947"
"Dominica","2098","Constant mortality","44.111"
"Dominica","2098","No change","43.297"
"Dominica","2098","Momentum","79.549"
"Dominica","2098","Instant replacement zero migration","91.647"
"Dominica","2098","Median PI","53.855"
"Dominica","2098","Upper 80 PI","69.298"
"Dominica","2098","Lower 80 PI","39.913"
"Dominica","2098","Upper 95 PI","79.014"
"Dominica","2098","Lower 95 PI","32.533"
"Dominica","2097","Medium","54.333"
"Dominica","2097","High","82.26"
"Dominica","2097","Low","34.072"
"Dominica","2097","Constant fertility","53.525"
"Dominica","2097","Instant replacement","83.021"
"Dominica","2097","Zero migration","61.327"
"Dominica","2097","Constant mortality","44.615"
"Dominica","2097","No change","43.834"
"Dominica","2097","Momentum","79.555"
"Dominica","2097","Instant replacement zero migration","91.487"
"Dominica","2097","Median PI","54.333"
"Dominica","2097","Upper 80 PI","69.577"
"Dominica","2097","Lower 80 PI","40.565"
"Dominica","2097","Upper 95 PI","78.906"
"Dominica","2097","Lower 95 PI","33.204"
"Dominica","2096","Medium","54.825"
"Dominica","2096","High","82.206"
"Dominica","2096","Low","34.829"
"Dominica","2096","Constant fertility","54.05"
"Dominica","2096","Instant replacement","83.014"
"Dominica","2096","Zero migration","61.709"
"Dominica","2096","Constant mortality","45.129"
"Dominica","2096","No change","44.374"
"Dominica","2096","Momentum","79.555"
"Dominica","2096","Instant replacement zero migration","91.335"
"Dominica","2096","Median PI","54.824"
"Dominica","2096","Upper 80 PI","69.798"
"Dominica","2096","Lower 80 PI","41.211"
"Dominica","2096","Upper 95 PI","78.818"
"Dominica","2096","Lower 95 PI","33.88"
"Dominica","2095","Medium","55.316"
"Dominica","2095","High","82.153"
"Dominica","2095","Low","35.591"
"Dominica","2095","Constant fertility","54.575"
"Dominica","2095","Instant replacement","83.013"
"Dominica","2095","Zero migration","62.094"
"Dominica","2095","Constant mortality","45.643"
"Dominica","2095","No change","44.922"
"Dominica","2095","Momentum","79.546"
"Dominica","2095","Instant replacement zero migration","91.183"
"Dominica","2095","Median PI","55.316"
"Dominica","2095","Upper 80 PI","70.043"
"Dominica","2095","Lower 80 PI","41.861"
"Dominica","2095","Upper 95 PI","78.816"
"Dominica","2095","Lower 95 PI","34.561"
"Dominica","2094","Medium","55.807"
"Dominica","2094","High","82.106"
"Dominica","2094","Low","36.356"
"Dominica","2094","Constant fertility","55.096"
"Dominica","2094","Instant replacement","83.005"
"Dominica","2094","Zero migration","62.484"
"Dominica","2094","Constant mortality","46.16"
"Dominica","2094","No change","45.477"
"Dominica","2094","Momentum","79.537"
"Dominica","2094","Instant replacement zero migration","91.028"
"Dominica","2094","Median PI","55.808"
"Dominica","2094","Upper 80 PI","70.346"
"Dominica","2094","Lower 80 PI","42.511"
"Dominica","2094","Upper 95 PI","78.889"
"Dominica","2094","Lower 95 PI","35.323"
"Dominica","2093","Medium","56.314"
"Dominica","2093","High","82.064"
"Dominica","2093","Low","37.14"
"Dominica","2093","Constant fertility","55.634"
"Dominica","2093","Instant replacement","83.008"
"Dominica","2093","Zero migration","62.882"
"Dominica","2093","Constant mortality","46.691"
"Dominica","2093","No change","46.038"
"Dominica","2093","Momentum","79.526"
"Dominica","2093","Instant replacement zero migration","90.877"
"Dominica","2093","Median PI","56.314"
"Dominica","2093","Upper 80 PI","70.669"
"Dominica","2093","Lower 80 PI","43.168"
"Dominica","2093","Upper 95 PI","79.007"
"Dominica","2093","Lower 95 PI","36.087"
"Dominica","2092","Medium","56.826"
"Dominica","2092","High","82.04"
"Dominica","2092","Low","37.931"
"Dominica","2092","Constant fertility","56.176"
"Dominica","2092","Instant replacement","83.015"
"Dominica","2092","Zero migration","63.282"
"Dominica","2092","Constant mortality","47.228"
"Dominica","2092","No change","46.605"
"Dominica","2092","Momentum","79.511"
"Dominica","2092","Instant replacement zero migration","90.735"
"Dominica","2092","Median PI","56.826"
"Dominica","2092","Upper 80 PI","70.98"
"Dominica","2092","Lower 80 PI","43.892"
"Dominica","2092","Upper 95 PI","79.111"
"Dominica","2092","Lower 95 PI","36.792"
"Dominica","2091","Medium","57.34"
"Dominica","2091","High","82.02"
"Dominica","2091","Low","38.736"
"Dominica","2091","Constant fertility","56.722"
"Dominica","2091","Instant replacement","83.023"
"Dominica","2091","Zero migration","63.69"
"Dominica","2091","Constant mortality","47.77"
"Dominica","2091","No change","47.176"
"Dominica","2091","Momentum","79.504"
"Dominica","2091","Instant replacement zero migration","90.6"
"Dominica","2091","Median PI","57.34"
"Dominica","2091","Upper 80 PI","71.29"
"Dominica","2091","Lower 80 PI","44.656"
"Dominica","2091","Upper 95 PI","79.317"
"Dominica","2091","Lower 95 PI","37.53"
"Dominica","2090","Medium","57.859"
"Dominica","2090","High","82.001"
"Dominica","2090","Low","39.544"
"Dominica","2090","Constant fertility","57.273"
"Dominica","2090","Instant replacement","83.03"
"Dominica","2090","Zero migration","64.105"
"Dominica","2090","Constant mortality","48.328"
"Dominica","2090","No change","47.763"
"Dominica","2090","Momentum","79.502"
"Dominica","2090","Instant replacement zero migration","90.471"
"Dominica","2090","Median PI","57.859"
"Dominica","2090","Upper 80 PI","71.668"
"Dominica","2090","Lower 80 PI","45.349"
"Dominica","2090","Upper 95 PI","79.502"
"Dominica","2090","Lower 95 PI","38.344"
"Dominica","2089","Medium","58.385"
"Dominica","2089","High","81.995"
"Dominica","2089","Low","40.355"
"Dominica","2089","Constant fertility","57.829"
"Dominica","2089","Instant replacement","83.052"
"Dominica","2089","Zero migration","64.523"
"Dominica","2089","Constant mortality","48.895"
"Dominica","2089","No change","48.355"
"Dominica","2089","Momentum","79.498"
"Dominica","2089","Instant replacement zero migration","90.346"
"Dominica","2089","Median PI","58.385"
"Dominica","2089","Upper 80 PI","72.015"
"Dominica","2089","Lower 80 PI","46.018"
"Dominica","2089","Upper 95 PI","79.53"
"Dominica","2089","Lower 95 PI","39.187"
"Dominica","2088","Medium","58.916"
"Dominica","2088","High","81.998"
"Dominica","2088","Low","41.179"
"Dominica","2088","Constant fertility","58.392"
"Dominica","2088","Instant replacement","83.084"
"Dominica","2088","Zero migration","64.943"
"Dominica","2088","Constant mortality","49.459"
"Dominica","2088","No change","48.953"
"Dominica","2088","Momentum","79.499"
"Dominica","2088","Instant replacement zero migration","90.223"
"Dominica","2088","Median PI","58.915"
"Dominica","2088","Upper 80 PI","72.345"
"Dominica","2088","Lower 80 PI","46.677"
"Dominica","2088","Upper 95 PI","79.559"
"Dominica","2088","Lower 95 PI","39.948"
"Dominica","2087","Medium","59.446"
"Dominica","2087","High","82.01"
"Dominica","2087","Low","41.998"
"Dominica","2087","Constant fertility","58.953"
"Dominica","2087","Instant replacement","83.112"
"Dominica","2087","Zero migration","65.368"
"Dominica","2087","Constant mortality","50.036"
"Dominica","2087","No change","49.562"
"Dominica","2087","Momentum","79.518"
"Dominica","2087","Instant replacement zero migration","90.106"
"Dominica","2087","Median PI","59.445"
"Dominica","2087","Upper 80 PI","72.692"
"Dominica","2087","Lower 80 PI","47.332"
"Dominica","2087","Upper 95 PI","79.688"
"Dominica","2087","Lower 95 PI","40.683"
"Dominica","2086","Medium","59.978"
"Dominica","2086","High","82.032"
"Dominica","2086","Low","42.82"
"Dominica","2086","Constant fertility","59.515"
"Dominica","2086","Instant replacement","83.147"
"Dominica","2086","Zero migration","65.796"
"Dominica","2086","Constant mortality","50.636"
"Dominica","2086","No change","50.178"
"Dominica","2086","Momentum","79.547"
"Dominica","2086","Instant replacement zero migration","90"
"Dominica","2086","Median PI","59.978"
"Dominica","2086","Upper 80 PI","72.971"
"Dominica","2086","Lower 80 PI","48.043"
"Dominica","2086","Upper 95 PI","79.846"
"Dominica","2086","Lower 95 PI","41.522"
"Dominica","2085","Medium","60.513"
